,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,overview,releasedate,duration
1233,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,Drama|Mystery|Sci-Fi|Thriller,the prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",2006-10-19,130.0
1234,Sean Anders,Kevin Spacey,Christoph Waltz,Lindsay Sloane,Comedy|Crime,horrible bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",2014-11-26,108.0
1235,Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Adventure|Animation|Comedy|Family|Sci-Fi,escape from planet earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,2012-12-27,89.0
1236,Mel Gibson,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Action|Adventure|Drama|Thriller,apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",2006-12-07,139.0
1237,John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,Action|Adventure|Thriller,the living daylights,"After a defecting Russian general reveals a plot to assassinate foreign spies, James Bond is assigned a secret mission to dispatch the new head of the KGB to prevent an escalation of tensions between the Soviet Union and the West.",1987-06-29,130.0
1238,Nimród Antal,Topher Grace,Alice Braga,Derek Mears,Action|Adventure|Sci-Fi|Thriller,predators,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,2010-07-03,107.0
1239,Ivan Reitman,Brian Dennehy,Debra Winger,Roscoe Lee Browne,Comedy|Crime|Romance,legal eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",1986-06-18,116.0
1240,David Koepp,Johnny Depp,Charles S. Dutton,Timothy Hutton,Mystery|Thriller,secret window,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",2004-03-12,96.0
1241,Alejandro Agresti,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Drama|Fantasy|Romance,the lake house,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",2006-06-16,99.0
1242,Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,Horror|Mystery|Thriller,the skeleton key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,2005-07-29,104.0
1243,Peter Hedges,Jennifer Garner,Odeya Rush,Common,Comedy|Drama|Family|Fantasy,the odd life of timothy green,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",2012-08-15,105.0
1244,Paul Weiland,Busy Philipps,Beau Garrett,Kevin Sussman,Comedy|Romance,made of honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.",2008-04-30,101.0
1245,Clint Eastwood,Johnny Cannizzaro,Steve Schirripa,Scott Vance,Biography|Drama|Music|Musical,jersey boys,"A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto.",2014-06-05,134.0
1246,Francis Ford Coppola,Matt Damon,Dean Stockwell,Virginia Madsen,Crime|Drama|Thriller,the rainmaker,"When Rudy Baylor, a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company. But to take on corporate America, Rudy and a scrappy paralegal must open their own law firm.",1997-11-18,135.0
1247,Mathieu Kassovitz,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Horror|Mystery|Thriller,gothika,"After a car crash, a criminal psychologist regains consciousness only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband—but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",2003-11-21,98.0
1248,Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,Drama|History,amistad,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",1997-12-10,155.0
1249,John McTiernan,Lorraine Bracco,José Wilker,Sean Connery,Adventure|Drama|Romance,medicine man,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love.",1992-02-07,106.0
1250,Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,Action|Horror|Sci-Fi|Thriller,aliens vs. predator: requiem,"The iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever—in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms—the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",2007-12-25,94.0
1251,Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,Comedy|Family,ri¢hie ri¢h,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",1994-12-19,95.0
1252,Joan Chen,J.K. Simmons,Sam Trammell,Elaine Stritch,Drama|Romance,autumn in new york,"Autumn in New York follows the sexual exploits of Will Keane - New York restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life.",2000-08-11,103.0
1253,Marc Lawrence,Brad Garrett,Scott Porter,Haley Bennett,Comedy|Music|Romance,music and lyrics,"A washed-up '80s pop star gets a chance at a comeback when reigning pop diva Cora Corman invites him to write & record a duet with her, but there's a problem--Alex hasn't written a song in years; he's never written lyrics and he has to come up with a hit in a matter of days.",2007-02-09,105.0
1254,Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,Adventure|Comedy|Sci-Fi,paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",2011-02-14,104.0
1255,Anne Fletcher,Miriam Margolyes,Tom Virtue,Julene Renee,Comedy|Drama,the guilt trip,An inventor and his mom hit the road together so he can sell his latest invention.,2012-12-19,95.0
1256,Wes Craven,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Horror|Mystery,scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",2011-04-11,111.0
1257,Joel Schumacher,Nicolas Cage,Chris Bauer,Anthony Heald,Mystery|Thriller,8mm,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",1999-02-26,123.0
1258,Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan,Biography|Drama|Music|Musical,the doors,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison.",1991-03-01,140.0
1259,Jake Kasdan,James Wilcox,Randall Park,Nat Faxon,Comedy,sex tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",2014-07-17,97.0
